x0000,y0000
1375.9228915663,4753.6
1375.0271084337,4721.4
1374.1313253012,4644.6
1373.2355421687,4838.9
1372.3397590361,4862.1
1371.4439759036,4708.1
1370.5481927711,4795.7
1369.6524096386,4748.4
1368.7566265060,4765.8
1367.8608433735,4710.1
1366.965060241,4787.8
1366.0692771084,4814.
1365.1734939759,4799.3
1364.2777108434,4781.5
1363.3819277108,4778.2
1362.4861445783,4763.3
1361.5903614458,4731.3
1360.6945783133,4761.2
1359.7987951807,4784.1
1358.9030120482,4770.8
1358.0072289157,4765.4
1357.1114457831,4777.2
1356.2156626506,4773.1
1355.3198795181,4764.3
1354.4240963855,4781.7
1353.5283132530,4795.6
1352.6325301205,4810.6
1351.736746988,4864.3
1350.8409638554,4860.1
1349.9451807229,4842.1
1349.0493975904,4796.
1348.1536144578,4878.8
1347.2578313253,4833.4
1346.3620481928,4845.2
1345.4662650602,4785.2
1344.5704819277,4850.6
1343.6746987952,4884.4
1342.7789156627,4843.2
1341.8831325301,4854.
1340.9873493976,4928.
1340.0915662651,4890.1
1339.1957831325,4867.
1338.3000000000,4853.4
1337.4042168675,4972.6
1336.5084337349,4878.2
1335.6126506024,4841.
1334.7168674699,4906.4
1333.8210843373,4894.5
1332.9253012048,4883.7
1332.0295180723,4923.8
1331.1337349398,4854.5
1330.2379518072,4898.5
1329.3421686747,4888.4
1328.4463855422,4872.6
1327.5506024096,5005.6
1326.6548192771,4998.5
1325.7590361446,5001.4
1324.8632530120,5006.6
1323.9674698795,5027.7
1323.071686747,4963.2
1322.1759036145,4999.9
1321.2801204819,4998.
1320.3843373494,4989.4
1319.4885542169,4920.6
1318.5927710843,5031.6
1317.6969879518,5031.1
1316.8012048193,4912.4
1315.9054216867,4982.1
1315.0096385542,4957.5
1314.1138554217,4963.8
1313.2180722892,4967.2
1312.3222891566,5003.3
1311.4265060241,5059.5
1310.5307228916,4999.7
1309.6349397590,5165.5
1308.7391566265,5152.6
1307.843373494,5072.
1306.9475903614,4895.8
1306.0518072289,5043.6
1305.1560240964,5015.1
1304.2602409639,5086.7
1303.3644578313,5026.3
1302.4686746988,5111.7
1301.5728915663,5059.8
1300.6771084337,5187.1
1299.7813253012,5011.3
1298.8855421687,5079.6
1297.9897590361,5050.8
